p	I1 / %
264	1,4
265	1,5
266	1,5
267	1,4
268	1,4
269	1,4
270	1,4
271	1,4
272	1,5
273	1,5
274	1,5
275	1,5
276	1,5
277	1,4
278	1,4
279	1,4
280	1,4
281	1,4
282	1,4
283	1,4
284	1,4
285	1,4
286	1,4
287	1,5
288	1,4
289	1,4
290	1,5
291	1,4
292	1,4
293	1,5
294	1,5
295	1,5
296	1,5
297	1,5
298	1,4
299	1,4
300	1,5
301	1,5
302	1,5
303	1,4
304	1,5
305	1,4
306	1,4
307	1,5
308	1,5
309	1,5
310	1,5
311	1,5
312	1,4
313	1,4
314	1,5
315	1,5
316	1,5
317	1,5
318	1,5
319	1,5
320	1,5
321	1,5
322	1,5
323	1,5
324	1,5
325	1,5
326	1,5
327	1,5
328	1,5
329	1,5
330	1,5
331	1,5
332	1,5
333	1,5
334	1,5
335	1,5
336	1,5
337	1,5
338	1,5
339	1,5
340	1,5
341	1,5
342	1,5
343	1,5
344	1,5
345	1,5
346	1,5
347	1,5
348	1,5
349	1,4
350	1,5
351	1,5
352	1,5
353	1,5
354	1,5
355	1,4
356	1,4
357	1,5
358	1,5
359	1,5
360	1,4
361	1,5
362	1,4
363	1,4
364	1,4
365	1,5
366	1,4
367	1,4
368	1,4
369	1,4
370	1,4
371	1,5
372	1,5
373	1,4
374	1,4
375	1,4
376	1,4
377	1,4
378	1,5
379	1,5
380	1,4
381	1,4
382	1,4
383	1,5
384	1,4
385	1,4
386	1,5
387	1,5
388	1,5
389	1,4
390	1,4
391	1,4
392	1,4
393	1,5
394	1,4
395	1,4
396	1,4
397	1,5
398	1,4
399	1,4
400	1,4
401	1,5
402	1,4
403	1,4
404	1,4
405	1,4
406	1,4
407	1,5
408	1,5
409	1,4
410	1,4
411	1,4
412	1,4
413	1,4
414	1,4
415	1,4
416	1,4
417	1,4
418	1,5
419	1,4
420	1,4
421	1,5
422	1,5
423	1,6
424	1,5
425	1,5
426	1,5
427	1,5
428	1,5
429	1,5
430	1,5
431	1,5
432	1,5
433	1,5
434	1,5
435	1,5
436	1,5
437	1,5
438	1,5
439	1,5
440	1,5
441	1,5
442	1,5
443	1,5
444	1,5
445	1,4
446	1,5
447	1,5
448	1,5
449	1,5
450	1,6
451	1,5
452	1,5
453	1,5
454	1,5
455	1,4
456	1,4
457	1,5
458	1,5
459	1,4
460	1,4
461	1,5
462	1,4
463	1,4
464	1,5
465	1,5
466	1,4
467	1,4
468	1,5
469	1,4
470	1,4
471	1,5
472	1,5
473	1,5
474	1,5
475	1,5
476	1,4
477	1,4
478	1,5
479	1,5
480	1,4
481	1,4
482	1,4
483	1,4
484	1,4
485	1,5
486	1,5
487	1,4
488	1,4
489	1,4
490	1,4
491	1,4
492	1,5
493	1,5
494	1,5
495	1,4
496	1,4
497	1,4
498	1,4
499	1,4
500	1,4
501	1,5
502	1,4
503	1,4
504	1,4
505	1,4
506	1,4
507	1,5
508	1,5
509	1,4
510	1,4
511	1,4
512	3,3
513	2,3
514	1,8
515	1,6
516	1,4
517	1,4
518	1,4
519	1,4
520	1,3
521	1,3
522	1,3
523	1,3
524	1,3
525	1,3
526	1,3
527	1,3
528	1,3
529	1,3
530	1,3
531	1,3
532	1,3
533	1,3
534	1,3
535	1,3
536	1,2
537	1,3
538	1,3
539	1,3
540	1,3
541	1,3
542	1,3
543	1,3
544	1,3
545	1,3
546	1,3
547	1,3
548	1,3
549	1,3
550	1,2
551	1,2
552	1,3
553	1,3
554	1,2
555	1,2
556	1,3
557	1,3
558	1,3
559	1,3
560	1,3
561	1,3
562	1,3
563	1,3
564	1,2
565	1,3
566	1,2
567	1,3
568	1,3
569	1,2
570	1,2
571	1,2
572	1,2
573	1,3
574	1,3
575	1,2
576	1,2
577	1,3
578	1,3
579	1,2
580	1,3
581	1,3
582	1,3
583	1,2
584	1,2
585	1,2
586	1,2
587	1,2
588	1,3
589	1,3
590	1,2
591	1,2
592	1,2
593	1,2
594	1,2
595	1,3
596	1,3
597	1,3
598	1,2
599	1,3
600	1,2
601	1,2
602	1,3
603	1,3
604	1,3
605	1,3
606	1,3
607	1,2
608	1,3
609	1,3
610	1,3
611	1,3
612	1,2
613	1,2
614	1,2
615	1,2
616	1,2
617	1,3
618	1,2
619	1,2
620	1,2
621	1,2
622	1,2
623	1,3
624	1,2
625	1,2
626	1,2
627	1,2
628	1,2
629	1,2
630	1,2
631	1,2
632	1,2
633	1,2
634	1,2
635	1,2
636	1,2
637	1,3
638	1,3
639	1,3
640	1,3
641	1,3
642	1,3
643	1,3
644	1,3
645	1,3
646	1,3
647	1,3
648	1,3
649	1,3
650	1,2
651	1,3
652	1,3
653	1,3
654	1,3
655	1,3
656	1,3
657	1,3
658	1,3
659	1,3
660	1,3
661	1,3
662	1,3
663	1,3
664	1,2
665	1,2
666	1,3
667	1,3
668	1,3
669	1,3
670	1,3
671	1,3
672	1,2
673	1,3
674	1,3
675	1,3
676	1,3
677	1,3
678	1,2
679	1,2
680	1,3
681	1,3
682	1,3
683	1,3
684	1,3
685	1,3
686	1,3
687	1,3
688	1,3
689	1,2
690	1,2
691	1,2
692	1,2
693	1,2
694	1,3
695	1,3
696	1,3
697	1,3
698	1,3
699	1,2
700	1,2
701	1,3
702	1,3
703	1,3
704	1,2
705	1,2
706	1,3
707	1,3
708	1,3
709	1,3
710	1,3
711	1,3
712	1,3
713	1,3
714	1,2
715	1,3
716	1,3
717	1,3
718	1,3
719	1,3
720	1,3
721	1,3
722	1,3
723	1,3
724	1,3
725	1,3
726	1,3
727	1,3
728	1,3
729	1,3
730	1,3
731	1,3
732	1,2
733	1,3
734	1,3
735	1,3
736	1,3
737	1,3
738	1,3
739	1,3
740	1,3
741	1,3
742	1,3
743	1,2
744	1,2
745	1,3
746	1,3
747	1,3
748	1,2
749	1,2
750	1,2
751	1,3
752	1,3
753	1,3
754	1,3
755	1,3
756	1,3
757	1,3
758	1,3
759	1,3
760	1,3
761	1,2
762	1,3
763	1,3
764	1,2
765	1,3
766	1,3
767	1,2
768	1,2
769	1,3
770	1,2
771	1,2
772	1,3
773	1,3
774	1,3
775	1,2
776	1,2
777	1,3
778	1,2
779	1,3
780	1,3
781	1,3
782	1,3
783	1,3
784	1,3
785	1,2
786	1,3
787	1,3
788	1,3
789	1,3
790	1,2
791	1,2
792	1,3
793	1,3
794	1,3
795	1,3
796	1,3
797	1,3
798	1,3
799	1,3
800	1,3
801	1,3
802	1,3
803	1,3
804	1,3
805	1,3
806	1,3
807	1,3
808	1,3
809	1,3
810	1,3
811	1,2
812	1,3
813	1,3
814	1,2
815	1,3
816	1,3
817	1,3
818	1,3
819	1,3
820	1,2
821	1,3
822	1,3
823	1,3
824	1,3
825	1,3
826	1,3
827	1,3
828	1,3
829	1,3
830	1,3
831	1,3
832	1,3
833	1,3
834	1,2
835	1,2
836	1,3
837	1,3
838	1,3
839	1,2
840	1,2
841	1,3
842	1,2
843	1,3
844	1,3
845	1,3
846	1,3
847	1,2
848	1,3
849	1,2
850	1,2
851	1,3
852	1,3
853	1,3
854	1,2
855	1,3
856	1,2
857	1,2
858	1,3
859	1,3
860	1,3
861	1,3
862	1,3
863	1,3
864	1,3
865	1,3
866	1,3
867	1,3
868	1,3
869	1,3
870	1,3
871	1,3
872	1,3
873	1,3
874	1,3
875	1,3
876	1,3
877	1,3
878	1,3
879	1,3
880	1,3
881	1,3
882	1,3
883	1,3
884	1,3
885	1,3
886	1,3
887	1,3
888	1,3
889	1,3
890	1,3
891	1,3
892	1,2
893	1,3
894	1,3
895	1,3
896	1,3
897	1,3
898	1,2
899	1,3
900	1,3
901	1,3
902	1,2
903	1,2
904	1,2
905	1,3
906	1,2
907	1,2
908	1,3
909	1,3
910	1,3
911	1,3
912	1,3
913	1,2
914	1,3
915	1,3
916	1,3
917	1,2
918	1,2
919	1,3
920	1,2
921	1,2
922	1,3
923	1,3
924	1,2
925	1,3
926	1,3
927	1,3
928	1,3
929	1,3
930	1,3
931	1,3
932	1,3
933	1,3
934	1,2
935	1,2
936	1,3
937	1,3
938	1,3
939	1,3
940	1,3
941	1,2
942	1,2
943	1,2
944	1,3
945	1,3
946	1,2
947	1,3
948	1,2
949	1,2
950	1,2
951	1,3
952	1,2
953	1,2
954	1,3
955	1,3
956	1,3
957	1,3
958	1,3
959	1,3
960	1,3
961	1,3
962	1,3
963	1,3
964	1,3
965	1,3
966	1,3
967	1,3
968	1,3
969	1,3
970	1,3
971	1,3
972	1,3
973	1,3
974	1,3
975	1,3
976	1,3
977	1,3
978	1,3
979	1,4
980	1,4
981	1,3
982	1,3
983	1,3
984	1,3
985	1,3
986	1,3
987	1,3
988	1,3
989	1,3
990	1,3
991	1,3
992	1,3
993	1,3
994	1,3
995	1,3
996	1,3
997	1,3
998	1,3
999	1,3
1000	1,3
1001	1,4
1002	1,3
1003	1,3
1004	1,3
1005	1,3
1006	1,3
1007	1,3
1008	1,3
1009	1,3
1010	1,3
1011	1,3
1012	1,3
1013	1,3
1014	1,3
1015	1,4
1016	1,4
1017	1,4
1018	1,4
1019	1,4
1020	1,4
1021	1,4
1022	1,4
1023	1,4
1024	3,6
1025	2,6
1026	2,0
1027	1,7
1028	1,5
1029	1,4
1030	1,4
1031	1,4
1032	1,4
1033	1,4
1034	1,4
1035	1,4
1036	1,4
1037	1,3
1038	1,4
1039	1,5
1040	1,5
1041	1,5
1042	1,5
1043	1,4
1044	1,4
1045	1,5
1046	1,5
1047	1,5
1048	1,5
1049	1,5
1050	1,5
1051	1,5
1052	1,5
1053	1,5
1054	1,5
1055	1,5
1056	1,5
1057	1,6
1058	1,6
1059	1,6
1060	1,6
1061	1,6
1062	1,6
1063	1,6
1064	1,6
1065	1,9
1066	2,3
1067	3,6
1068	6,3
1069	10,1
1070	13,3
1071	12,7
1072	9,9
1073	7,1
1074	5,4
1075	4,7
1076	5,3
1077	8,8
1078	19,9
1079	42,9
1080	64,6
1081	76,7
1082	81,1
1083	65,8
1084	43,2
1085	25,3
1086	14,7
1087	8,9
1088	5,9
1089	4,3
1090	3,3
1091	2,7
1092	2,3
1093	2,0
1094	2,0
1095	2,0
1096	2,0
1097	1,9
1098	1,9
1099	1,9
1100	1,8
1101	1,7
1102	1,7
1103	1,7
1104	1,6
1105	1,6
1106	1,6
1107	1,6
1108	1,6
1109	1,6
1110	1,6
1111	1,6
1112	1,5
1113	1,6
1114	1,5
1115	1,5
1116	1,5
1117	1,5
1118	1,5
1119	1,5
1120	1,6
1121	1,5
1122	1,5
1123	1,5
1124	1,5
1125	1,5
1126	1,5
1127	1,5
1128	1,4
1129	1,4
1130	1,4
1131	1,5
1132	1,4
1133	1,4
1134	1,4
1135	1,4
1136	1,4
1137	1,4
1138	1,4
1139	1,4
1140	1,4
1141	1,4
1142	1,4
1143	1,3
1144	1,4
1145	1,4
1146	1,3
1147	1,3
1148	1,3
1149	1,4
1150	1,3
1151	1,3
1152	1,3
1153	1,3
1154	1,3
1155	1,3
1156	1,3
1157	1,3
1158	1,3
1159	1,4
1160	1,4
1161	1,3
1162	1,3
1163	1,3
1164	1,3
1165	1,3
1166	1,3
1167	1,3
1168	1,3
1169	1,2
1170	1,3
1171	1,3
1172	1,3
1173	1,3
1174	1,3
1175	1,3
1176	1,3
1177	1,3
1178	1,3
1179	1,3
1180	1,3
1181	1,3
1182	1,2
1183	1,2
1184	1,2
1185	1,2
1186	1,2
1187	1,3
1188	1,3
1189	1,2
1190	1,2
1191	1,2
1192	1,2
1193	1,2
1194	1,2
1195	1,2
1196	1,2
1197	1,2
1198	1,2
1199	1,3
1200	1,3
1201	1,3
1202	1,3
1203	1,3
1204	1,2
1205	1,2
1206	1,3
1207	1,3
1208	1,2
1209	1,3
1210	1,3
1211	1,3
1212	1,2
1213	1,3
1214	1,2
1215	1,2
1216	1,3
1217	1,3
1218	1,2
1219	1,2
1220	1,2
1221	1,2
1222	1,2
1223	1,3
1224	1,3
1225	1,2
1226	1,2
1227	1,3
1228	1,2
1229	1,2
1230	1,2
1231	1,2
1232	1,2
1233	1,2
1234	1,2
1235	1,2
1236	1,2
1237	1,2
1238	1,2
1239	1,2
1240	1,2
1241	1,2
1242	1,2
1243	1,2
1244	1,2
1245	1,2
1246	1,2
1247	1,2
1248	1,2
1249	1,2
1250	1,2
1251	1,2
1252	1,2
1253	1,2
1254	1,2
1255	1,2
1256	1,2
1257	1,2
1258	1,2
1259	1,3
1260	1,2
1261	1,2
1262	1,2
1263	1,2
1264	1,3
1265	1,3
1266	1,3
1267	1,3
1268	1,2
1269	1,2
1270	1,2
1271	1,2
1272	1,2
1273	1,2
1274	1,2
1275	1,2
1276	1,2
1277	1,2
1278	1,2
1279	1,2
1280	1,2
1281	1,3
1282	1,2
1283	1,2
1284	1,2
1285	1,2
1286	1,2
1287	1,2
1288	1,2
1289	1,2
1290	1,2
1291	1,2
1292	1,2
1293	1,2
1294	1,2
1295	1,3
1296	1,2
1297	1,2
1298	1,2
1299	1,2
1300	1,2
1301	1,2
1302	1,2
1303	1,2
1304	1,2
1305	1,2
1306	1,2
1307	1,2
1308	1,2
1309	1,2
1310	1,2
1311	1,2
1312	1,2
1313	1,2
1314	1,2
1315	1,2
1316	1,3
1317	1,3
1318	1,2
1319	1,2
1320	1,2
1321	1,2
1322	1,2
1323	1,2
1324	1,2
1325	1,2
1326	1,2
1327	1,2
1328	1,2
1329	1,2
1330	1,2
1331	1,2
1332	1,2
1333	1,2
1334	1,2
1335	1,2
1336	1,2
1337	1,3
1338	1,2
1339	1,2
1340	1,2
1341	1,3
1342	1,2
1343	1,2
1344	1,2
1345	1,2
1346	1,2
1347	1,2
1348	1,2
1349	1,2
1350	1,2
1351	1,2
1352	1,2
1353	1,2
1354	1,2
1355	1,2
1356	1,2
1357	1,2
1358	1,2
1359	1,2
1360	1,2
1361	1,2
1362	1,2
1363	1,2
1364	1,2
1365	1,2
1366	1,2
1367	1,2
1368	1,2
1369	1,2
1370	1,2
1371	1,2
1372	1,2
1373	1,2
1374	1,2
1375	1,2
1376	1,2
1377	1,2
1378	1,2
1379	1,2
1380	1,2
1381	1,2
1382	1,2
1383	1,2
1384	1,2
1385	1,2
1386	1,2
1387	1,3
1388	1,2
1389	1,2
1390	1,2
1391	1,2
1392	1,2
1393	1,2
1394	1,2
1395	1,2
1396	1,2
1397	1,2
1398	1,2
1399	1,2
1400	1,2
1401	1,2
1402	1,2
1403	1,2
1404	1,2
1405	1,2
1406	1,2
1407	1,2
1408	1,2
1409	1,2
1410	1,2
1411	1,2
1412	1,2
1413	1,2
1414	1,2
1415	1,2
1416	1,2
1417	1,2
1418	1,2
1419	1,2
1420	1,2
1421	1,2
1422	1,2
1423	1,2
1424	1,2
1425	1,2
1426	1,2
1427	1,2
1428	1,2
1429	1,2
1430	1,2
1431	1,2
1432	1,2
1433	1,2
1434	1,2
1435	1,2
1436	1,2
1437	1,2
1438	1,2
1439	1,2
1440	1,2
1441	1,2
1442	1,2
1443	1,2
1444	1,2
1445	1,2
1446	1,2
1447	1,2
1448	1,2
1449	1,2
1450	1,2
1451	1,2
1452	1,2
1453	1,2
1454	1,2
1455	1,2
1456	1,2
1457	1,2
1458	1,2
1459	1,2
1460	1,2
1461	1,2
1462	1,2
1463	1,2
1464	1,2
1465	1,2
1466	1,2
1467	1,2
1468	1,2
1469	1,2
1470	1,2
1471	1,2
1472	1,2
1473	1,2
1474	1,2
1475	1,2
1476	1,2
1477	1,2
1478	1,2
1479	1,3
1480	1,2
1481	1,2
1482	1,2
1483	1,2
1484	1,3
1485	1,2
1486	1,3
1487	1,3
1488	1,2
1489	1,2
1490	1,2
1491	1,2
1492	1,2
1493	1,2
1494	1,2
1495	1,3
1496	1,2
1497	1,2
1498	1,2
1499	1,2
1500	1,2
1501	1,3
1502	1,2
1503	1,2
1504	1,2
1505	1,2
1506	1,2
1507	1,3
1508	1,3
1509	1,2
1510	1,2
1511	1,2
1512	1,2
1513	1,2
1514	1,3
1515	1,3
1516	1,2
1517	1,2
1518	1,2
1519	1,2
1520	1,2
1521	1,2
1522	1,2
1523	1,2
1524	1,2
1525	1,2
1526	1,3
1527	1,3
1528	1,3
1529	1,3
1530	1,3
1531	1,2
1532	1,2
1533	1,2
1534	1,2
1535	1,2
1536	2,5
1537	1,9
1538	1,6
1539	1,4
1540	1,3
1541	1,3
1542	1,2
1543	1,2
1544	1,2
1545	1,2
1546	1,2
1547	1,2
1548	1,2
1549	1,2
1550	1,2
1551	1,2
1552	1,2
1553	1,2
1554	1,2
1555	1,2
1556	1,2
1557	1,2
1558	1,2
1559	1,2
1560	1,2
1561	1,2
1562	1,2
1563	1,2
1564	1,2
1565	1,2
1566	1,2
1567	1,2
1568	1,2
1569	1,2
1570	1,2
1571	1,2
1572	1,2
1573	1,2
1574	1,2
1575	1,3
1576	1,2
1577	1,2
1578	1,2
1579	1,2
1580	1,2
1581	1,2
1582	1,2
1583	1,2
1584	1,3
1585	1,3
1586	1,3
1587	1,2
1588	1,2
1589	1,2
1590	1,2
1591	1,2
1592	1,2
1593	1,2
1594	1,2
1595	1,2
1596	1,2
1597	1,2
1598	1,2
1599	1,2
1600	1,2
1601	1,2
1602	1,2
1603	1,2
1604	1,2
1605	1,2
1606	1,2
1607	1,2
1608	1,2
1609	1,2
1610	1,2
1611	1,2
1612	1,2
1613	1,2
1614	1,1
1615	1,2
1616	1,2
1617	1,2
1618	1,2
1619	1,2
1620	1,2
1621	1,2
1622	1,2
1623	1,2
1624	1,2
1625	1,2
1626	1,2
1627	1,2
1628	1,2
1629	1,2
1630	1,2
1631	1,2
1632	1,2
1633	1,2
1634	1,2
1635	1,2
1636	1,2
1637	1,2
1638	1,2
1639	1,2
1640	1,2
1641	1,2
1642	1,2
1643	1,2
1644	1,2
1645	1,2
1646	1,2
1647	1,2
1648	1,2
1649	1,2
1650	1,2
1651	1,2
1652	1,2
1653	1,3
1654	1,2
1655	1,2
1656	1,2
1657	1,2
1658	1,2
1659	1,2
1660	1,2
1661	1,2
1662	1,2
1663	1,2
1664	1,2
1665	1,2
1666	1,2
1667	1,3
1668	1,2
1669	1,2
1670	1,2
1671	1,2
1672	1,2
1673	1,2
1674	1,2
1675	1,2
1676	1,2
1677	1,2
1678	1,2
1679	1,2
1680	1,2
1681	1,3
1682	1,2
1683	1,2
1684	1,2
1685	1,2
1686	1,2
1687	1,2
1688	1,2
1689	1,2
1690	1,2
1691	1,2
1692	1,2
1693	1,2
1694	1,2
1695	1,2
1696	1,2
1697	1,2
1698	1,2
1699	1,2
1700	1,2
1701	1,2
1702	1,2
1703	1,2
1704	1,2
1705	1,2
1706	1,2
1707	1,2
1708	1,2
1709	1,2
1710	1,2
1711	1,2
1712	1,2
1713	1,2
1714	1,3
1715	1,2
1716	1,3
1717	1,3
1718	1,2
1719	1,2
1720	1,2
1721	1,2
1722	1,2
1723	1,2
1724	1,2
1725	1,2
1726	1,2
1727	1,2
1728	1,2
1729	1,2
1730	1,2
1731	1,3
1732	1,3
1733	1,2
1734	1,2
1735	1,3
1736	1,2
1737	1,2
1738	1,3
1739	1,3
1740	1,3
1741	1,3
1742	1,3
1743	1,2
1744	1,2
1745	1,3
1746	1,3
1747	1,3
1748	1,2
1749	1,2
1750	1,2
1751	1,2
1752	1,2
1753	1,3
1754	1,2
1755	1,2
1756	1,2
1757	1,2
1758	1,2
1759	1,3
1760	1,3
1761	1,3
1762	1,2
1763	1,3
1764	1,3
1765	1,2
1766	1,2
1767	1,3
1768	1,2
1769	1,2
1770	1,3
1771	1,2
1772	1,2
1773	1,3
1774	1,3
1775	1,2
1776	1,2
1777	1,2
1778	1,2
1779	1,2
1780	1,2
1781	1,3
1782	1,2
1783	1,2
1784	1,2
1785	1,2
1786	1,2
1787	1,3
1788	1,3
1789	1,3
1790	1,3
1791	1,3
1792	1,3
1793	1,2
1794	1,3
1795	1,3
1796	1,3
1797	1,3
1798	1,3
1799	1,3
1800	1,3
1801	1,3
1802	1,3
1803	1,3
1804	1,2
1805	1,3
1806	1,3
1807	1,3
1808	1,3
1809	1,3
1810	1,3
1811	1,3
1812	1,3
1813	1,3
1814	1,2
1815	1,2
1816	1,2
1817	1,3
1818	1,3
1819	1,3
1820	1,3
1821	1,2
1822	1,3
1823	1,3
1824	1,3
1825	1,3
1826	1,3
1827	1,3
1828	1,3
1829	1,3
1830	1,3
1831	1,3
1832	1,3
1833	1,3
1834	1,3
1835	1,3
1836	1,3
1837	1,3
1838	1,4
1839	1,3
1840	1,3
1841	1,3
1842	1,3
1843	1,3
1844	1,3
1845	1,3
1846	1,3
1847	1,3
1848	1,3
1849	1,3
1850	1,3
1851	1,3
1852	1,3
1853	1,3
1854	1,3
1855	1,3
1856	1,3
1857	1,3
1858	1,3
1859	1,3
1860	1,3
1861	1,3
1862	1,3
1863	1,3
1864	1,3
1865	1,4
1866	1,3
1867	1,3
1868	1,3
1869	1,3
1870	1,3
1871	1,3
1872	1,3
1873	1,4
1874	1,3
1875	1,3
1876	1,3
1877	1,4
1878	1,3
1879	1,3
1880	1,3
1881	1,4
1882	1,4
1883	1,3
1884	1,3
1885	1,3
1886	1,3
1887	1,3
1888	1,4
1889	1,4
1890	1,4
1891	1,4
1892	1,3
1893	1,3
1894	1,3
1895	1,4
1896	1,3
1897	1,4
1898	1,3
1899	1,3
1900	1,3
1901	1,4
1902	1,4
1903	1,4
1904	1,4
1905	1,4
1906	1,4
1907	1,4
1908	1,4
1909	1,4
1910	1,4
1911	1,4
1912	1,4
1913	1,4
1914	1,4
1915	1,4
1916	1,4
1917	1,4
1918	1,4
1919	1,4
1920	1,4
1921	1,4
1922	1,4
1923	1,4
1924	1,4
1925	1,4
1926	1,4
1927	1,4
1928	1,4
1929	1,4
1930	1,4
1931	1,4
1932	1,4
1933	1,4
1934	1,4
1935	1,4
1936	1,4
1937	1,4
1938	1,4
1939	1,4
1940	1,4
1941	1,4
1942	1,4
1943	1,4
1944	1,4
1945	1,4
1946	1,4
1947	1,4
1948	1,4
1949	1,4
1950	1,4
1951	1,4
1952	1,4
1953	1,4
1954	1,4
1955	1,4
1956	1,4
1957	1,4
1958	1,4
1959	1,5
1960	1,5
1961	1,4
1962	1,4
1963	1,4
1964	1,4
1965	1,4
1966	1,4
1967	1,4
1968	1,4
1969	1,4
1970	1,4
1971	1,4
1972	1,4
1973	1,4
1974	1,4
1975	1,4
1976	1,4
1977	1,4
1978	1,4
1979	1,4
1980	1,4
1981	1,4
1982	1,4
1983	1,4
1984	1,4
1985	1,3
1986	1,4
1987	1,4
1988	1,4
1989	1,4
1990	1,4
1991	1,4
1992	1,3
1993	1,4
1994	1,4
1995	1,4
1996	1,5
1997	1,4
1998	1,4
1999	1,4
2000	1,4
2001	1,5
2002	1,5
2003	1,4
2004	1,4
2005	1,5
2006	1,4
2007	1,4
2008	1,4
2009	1,4
2010	1,4
2011	1,4
2012	1,4
2013	1,4
2014	1,4
2015	1,4
2016	1,4
2017	1,4
2018	1,4
2019	1,4
2020	1,5
2021	1,4
2022	1,4
2023	1,4
2024	1,4
2025	1,4
2026	1,4
2027	1,4
2028	1,4
2029	1,4
2030	1,4
2031	1,4
2032	1,4
2033	1,4
2034	1,4
2035	1,3
2036	1,3
2037	1,4
2038	1,3
2039	1,3
2040	1,3
2041	1,3
2042	1,3
2043	1,3
2044	1,3
2045	1,3
2046	1,3
2047	1,3
